category,error_code_number,error_code_name,message,cause,recommendation,resolution
HDInsight,2362,,Failed to connect to HDInsight cluster: 'ERROR [HY000] [Microsoft] [DriverSupport] (1100) SSL certificate verification failed because the certificate is missing or incorrect.',The issue is most likely related with System Trust Store.,,"You can navigate to the path Microsoft Integration Runtime\4.0\Shared\ODBC Drivers\Microsoft Hive ODBC Driver\lib and open DriverConfiguration64.exe to change the setting. HDI activity stuck in preparing for cluster If the HDI activity is stuck in preparing for cluster, follow the guidelines below: 1. Make sure the timeout is greater than what is described below and wait for the execution to complete or until it is timed out, and wait for Time To Live (TTL) time before submitting new jobs. The max default time that it takes to spin up a cluster is 2 hours, and if you have any init script, it will add up, up to another 2 hours. 2. Make sure the storage and HDI are provisioned in the same region. 3. Make sure that the service principal used for accessing the HDI cluster is valid. 4. If the issue still persists, as a workaround, delete the HDI linked service and re- create it with a new name. Web Activity"
Web Activity,2001,,The length of execution output is over limit (around 4MB currently).,The execution output is greater than 4 MB in size but the maximum supported output response payload size is 4 MB.,"Make sure the execution output size does not exceed 4 MB. For more information, see How to scale out the size of data moving using Azure Data Factory.",
Web Activity,2002,,The payload including configurations on activity/dataSet/linked service is too large. Please check if you have settings with very large value and try to reduce its size.,The payload you are attempting to send is too large.,Refer to Payload is too large.,
Web Activity,2003,,"There are substantial concurrent external activity executions which is causing failures due to throttling under subscription <subscription id>, region <region code> and limitation <current limit>. Please reduce the concurrent executions. For limits, refer https://aka.ms/adflimits.",Too many activities are running concurrently. This can happen when too many pipelines are triggered at once.,Reduce pipeline concurrency. You might have to distribute the trigger time of your pipelines.,
Web Activity,2010,,The Self-hosted Integration Runtime ‘<SHIR name>’ is offline,The self-hosted integration runtime is offline or the Azure integration runtime is expired or not registered.,Make sure your self-hosted integration runtime is up and running. Refer to Troubleshoot self-hosted integration runtime for more information.,
Web Activity,2108,,Error calling the endpoint '<URL>'. Response status code: 'NA - Unknown'. More details: Exception message: 'NA - Unknown [ClientSideException] Invalid Url: <URL>. Please verify Url or integration runtime is valid and retry. Localhost URLs are allowed only with SelfHosted Integration Runtime',"Unable to reach the URL provided. This can occur because there was a network connection issue, the URL was unresolvable, or a localhost URL was being used on an Azure integration runtime.",Verify that the provided URL is accessible.,
Web Activity,2108,,Error calling the endpoint '%url;'. Response status code: '%code;',"The request failed due to an underlying issue such as network connectivity, a DNS failure, a server certificate validation, or a timeout.","Use Fiddler/Netmon/Wireshark to validate the request. Using Fiddler To use Fiddler to create an HTTP session of the monitored web application: 1. Download, install, and open Fiddler . 2. If your web application uses HTTPS, go to Tools > Fiddler Options > HTTPS. a. In the HTTPS tab, select both Capture HTTPS CONNECTs and Decrypt HTTPS traffic. 3. If your application uses TLS/SSL certificates, add the Fiddler certificate to your device. Go to: Tools > Fiddler Options > HTTPS > Actions > Export Root Certificate to Desktop. 4. Turn off capturing by going to File > Capture Traffic. Or press F12. 5. Clear your browser's cache so that all cached items are removed and must be downloaded again. 6. Create a request: 7. Select the Composer tab. a. Set the HTTP method and URL. b. If needed, add headers and a request body. c. Select Execute. 8. Turn on traffic capturing again, and complete the problematic transaction on your page. 9. Go to: File > Save > All Sessions.",
Web Activity,2113,,ExtractAuthorizationCertificate: Unable to generate a certificate from a Base64 string/password combination,Unable to generate certificate from Base64 string/password combination.,Verify that the Base64 encoded PFX certificate and password combination you are using are correctly entered.,
Web Activity,2403,,"Get access token from MSI failed for Datafactory <DF name>, region <region code>. Please verify resource url is valid and retry.",Unable to acquire an access token from the resource URL provided.,Verify that you have provided the correct resource URL for your managed identity. General REST continuation token NULL error,
Web Activity,2403,,"{""token"":null,""range"":{""min"":..}","When querying across multiple partitions/pages, backend service returns continuation token in JObject format with 3 properties: token, min and max key ranges, for instance, {""token"":null,""range"": {""min"":""05C1E9AB0DAD76"",""max"":""05C1E9CD673398""}}). Depending on source data, querying can result 0 indicating missing token though there is more data to fetch.","When the continuationToken is non-null, as the string {""token"":null,""range"":{""min"":""05C1E9AB0DAD76"",""max"":""05C1E9CD673398""}}, it is required to call queryActivityRuns API again with the continuation token from the previous response. You need to pass the full string for the query API again. The activities will be returned in the subsequent pages for the query result. You should ignore that there is empty array in this page, as long as the full continuationToken value != null, you need continue querying. For more details, please refer to REST api for pipeline run query. Activity stuck issue When you observe that the activity is running much longer than your normal runs with barely no progress, it may happen to be stuck. You can try canceling it and retry to see if it helps. If it's a copy activity, you can learn about the performance monitoring and troubleshooting from Troubleshoot copy activity performance; if it's a data flow, learn from Mapping data flows performance and tuning guide.",
